recipient_parent_name,top_words_from_serv_desc,number_of_prime_awards,current_total_value_of_awards_USD,potential_total_value_of_awards,first_contract_start_date,last_contract_end_date,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_state_code,recipient_state_name,recipient_zip_4_code,recipient_congressional_district,recipient_phone_number,recipient_fax_number,analysis_date,raw_data_download_date
MOTOROLA  INC,"communication, radio, airborne, television, equipment,",30,29008700.56,31040853.979999997,2008-03-12 00:00:00.000000,2019-09-20 00:00:00.000000,7031 COLUMBIA GATEWAY DR FL 3,,COLUMBIA,MD,MARYLAND,210462583,3.0,4107126200,4107124996,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PRICEWATERHOUSECOOPERS LLP,"special, studies, analysis, cost, benefit",10,28815431.67,28815431.67,2010-09-28 00:00:00.000000,2018-09-26 00:00:00.000000,1800 TYSONS BLVD 6TH FL,,MCLEAN,VA,VIRGINIA,221024257,11.0,2023202397,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ERNST & YOUNG LLP,"support, management:, financial, program, management",8,28495498.7,34967578.7,2011-09-29 00:00:00.000000,2018-09-29 00:00:00.000000,"1101 NEW YORK AVENUE, NW",,WASHINGTON,DC,DISTRICT OF COLUMBIA,200054213,0.0,7037470825,8664847420,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LEGAL INTERPRETING SERVICES  INC.,"support, administrative:, translation, interpreting, transcription",12,27202009.99,28050232.229999997,2012-08-23 00:00:00.000000,2021-09-14 00:00:00.000000,"81 WILLOUGHBY STREET, STE 602",,BROOKLYN,NY,NEW YORK,112015232,8.0,7182378919,7187490113,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PALANTIR TECHNOLOGIES INC.,"data, adp, software, telecom, information",3,25531433.36,46849215.370000005,2012-01-17 00:00:00.000000,2018-09-13 00:00:00.000000,1530 PAGE MILL RD,,PALO ALTO,CA,CALIFORNIA,943041125,18,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ESCGOV  INC.,"adp, components, systems, development, telecom",43,24796965.730000008,26615813.730000008,2010-08-14 00:00:00.000000,2019-11-14 00:00:00.000000,7726 FALSTAFF RD,,MC LEAN,VA,VIRGINIA,221020284,11.0,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MICROSOFT CORPORATION,"systems, development, telecom, services, adp",11,24763860.090000004,46607155.33999998,2009-09-18 00:00:00.000000,2021-03-27 00:00:00.000000,ONE MICROSOFT WAY,,REDMOND,WA,WASHINGTON,980528300,1.0,3017718324,4257086748,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FORFEITURE SUPPORT ASSOCIATES  LLC,"support, professional:, legal, program, management",3,24641850.36,24641850.36,2012-01-06 00:00:00.000000,2014-10-01 00:00:00.000000,20110 ASHBROOK PL STE 220,,ASHBURN,VA,VIRGINIA,201475060,10,5712918900,5712918957,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ADC LTD NM,"support, administrative:, background, investigation",6,23220614.95,23220614.95,2015-06-23 00:00:00.000000,2019-03-31 00:00:00.000000,2100 AIR PARK RD SE STE 120,,ALBUQUERQUE,NM,NEW MEXICO,871063227,01,5054922657,5055037720,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DATA SYSTEMS ANALYSTS  INC.,"telecom, systems, development",3,22490888.71,41973515.38,2017-08-25 09:53:19.000000,2020-09-29 00:00:00.000000,1760 OLD MEADOW RD STE 100,,MC LEAN,VA,VIRGINIA,221024330,8.0,7037487045,7037487001,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SPECIALTY VEHICLE SOLUTIONS  LLC,"trucks, truck, tractors,, wheeled, motor",3,21021671.42,21021671.42,2010-07-08 00:00:00.000000,2018-11-08 00:00:00.000000,804 SILVIA ST,,TRENTON,NJ,NEW JERSEY,086283239,12,6098821900,6098822330,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INDUSTRIAL VIDEO & CONTROL CO.  LLC,"cameras,, motion, picture",3,20378148.0,30539256.0,2014-09-17 00:00:00.000000,2018-08-23 00:00:00.000000,330 NEVADA ST,,NEWTON,MA,MASSACHUSETTS,024601458,4.0,6174673059,6176870751,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COBHAM PLC,"equipment, recording, reproducing, communication, video",2,20168950.38,30725463.24,2009-08-20 00:00:00.000000,2017-09-17 00:00:00.000000,486 AMHERST ST UNIT 1,,NASHUA,NH,NEW HAMPSHIRE,03063,,6035462120,6038806965,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CHENEGA CORPORATION,"government, maintenance, owned, operated, (gogo)",8,20165098.939999998,196564540.14,2017-11-22 11:07:52.000000,2028-05-29 00:00:00.000000,5726 W HAUSMAN RD STE 100,,SAN ANTONIO,TX,TEXAS,782491651,20,2566650610,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ARC ASPICIO LLC,"support, professional:, program, management",2,20086617.6,29109350.4,2013-08-01 00:00:00.000000,2019-11-30 00:00:00.000000,2613 24TH ST N,,ARLINGTON,VA,VIRGINIA,222074908,8.0,7034652060,7038524491,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INTEGRITYONE PARTNERS  INC.,"telecom, systems, development, programming, data",7,19162344.9,20292430.5,2009-09-25 00:00:00.000000,2019-05-31 00:00:00.000000,1900 CAMPUS COMMONS DR,,RESTON,VA,VIRGINIA,201911559,11,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INTEGRAL CONSULTING SERVICES INCORPORATED,"support, professional:, intelligence",9,18877551.360000003,28102675.020000007,2016-05-01 00:00:00.000000,2020-10-30 00:00:00.000000,704 QUINCE ORCHARD RD STE 290,,GAITHERSBURG,MD,MARYLAND,208781770,06,3019900880,3019903037,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DLH HOLDINGS CORP.,"support, management:, auditing",5,18677167.61,18677167.61,2016-07-22 00:00:00.000000,2018-11-11 00:00:00.000000,8737 COLESVILLE RD STE 1100,,SILVER SPRING,MD,MARYLAND,209103956,08,7705005538,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
NEUMANN BROTHERS  INC.,"repair, alteration, office, buildings",6,18240043.76,18240043.76,2014-11-07 00:00:00.000000,2018-01-16 00:00:00.000000,1435 OHIO ST,,DES MOINES,IA,IOWA,503143423,3.0,5152430156,5152430165,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
VERITAS CAPITAL FUND II  L.P.,"support, administrative:, background, investigation, management",5,17499444.2,17499444.2,2010-09-01 00:00:00.000000,2019-03-31 00:00:00.000000,11411 ISAAC NEWTON SQUARE SOUTH,,RESTON,VA,VIRGINIA,201905005,11,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CONDUIT LANGUAGE SPECIALISTS  INC.,"support, administrative:, translation, interpreting",6,17461670.029999997,17461670.029999997,2012-08-23 00:00:00.000000,2018-09-16 00:00:00.000000,206 WINCHESTER ST,,PARIS,KY,KENTUCKY,403611933,06,8183894333,8886118854,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BARLING BAY  LLC,"systems, analysis, telecom, adp, services",10,16956314.0,16956314.0,2011-07-13 00:00:00.000000,2013-07-31 00:00:00.000000,1101 REMOUNT RD STE 100,,NORTH CHARLESTON,SC,SOUTH CAROLINA,294063549,06,8437256830,8437256831,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MCMANIS ASSOCIATES INC.,"support, professional:, program, management, intelligence",10,16253232.37,21466001.76,2011-09-26 00:00:00.000000,2020-03-27 00:00:00.000000,100 STATE ST STE 103,,ERIE,PA,PENNSYLVANIA,165071453,3.0,8144544000,8664382210,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BOWHEAD COMMUNICATION SERVICES  LLC,"support, administrative:, professional:, legal",5,15493559.75,85965965.84,2016-09-30 00:00:00.000000,2023-09-30 00:00:00.000000,4900 SEMINARY RD STE 1200,,ALEXANDRIA,VA,TEXAS,223111855,08,2562172018,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
WEXLER TECHNICAL SOLUTIONS INCORPORATED,"programming, telecom, services",1,15438028.36,30691266.76,2011-09-01 00:00:00.000000,2018-12-31 00:00:00.000000,13942 BROMFIELD RD,,GERMANTOWN,MD,MARYLAND,20874,,3019164321,3019164321,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SAP AMERICA INC,"services, telecom, integrated, hardware, software",5,15384186.100000001,15384186.100000001,2015-05-13 00:00:00.000000,2027-06-04 00:00:00.000000,601 108TH AVE NE STE 1000,,BELLEVUE,WA,WASHINGTON,980044750,9.0,7035067699,7035067695,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LOGISTICS APPLICATIONS INC.,"support, logistics, management:, services, warehousing",5,14706735.85,22071501.769999996,2008-11-04 00:00:00.000000,2022-09-29 00:00:00.000000,2760 EISENHOWER AVE STE 202,,ALEXANDRIA,VA,VIRGINIA,223144576,08,7033179800,7033179806,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LIONBRIDGE TECHNOLOGIES  INC.,"translation, support, administrative:, interpreting, admin",13,14417000.0,60268000.0,2010-05-13 00:00:00.000000,2022-03-23 00:00:00.000000,1050 WINTER ST STE 2300,,WALTHAM,MA,MASSACHUSETTS,024511248,5.0,2026522004,3014951505,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INSERSO CORPORATION,"telecom, facility, operation, maintenance, telecommunications",4,14318408.739999998,602865793.63,2015-09-30 00:00:00.000000,2021-08-28 00:00:00.000000,8229 BOONE BLVD STE 800,,VIENNA,VA,VIRGINIA,221822623,11.0,7036429598,7036426663,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COMPUTER SCIENCES CORPORATION,"support, administrative:, background, investigation, equipment",1,14185656.0,14185656.0,2012-01-16 00:00:00.000000,2017-08-31 00:00:00.000000,15000 CONFERENCE CENTER DR,,CHANTILLY,VA,,201513819,VA10,7036413735,7038491000,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MANGI ENVIRONMENTAL GROUP  INC.,"environmental, services, natural, resources, conservation",6,13863084.760000002,13863084.760000002,2014-07-31 00:00:00.000000,2018-09-21 00:00:00.000000,8201 GREENSBORO DR STE 700,,MC LEAN,VA,VIRGINIA,221023818,11.0,7037604801,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
I S S ACTION  INC,"housekeeping, guard",4,13539246.520000001,162447578.48,2018-01-19 00:00:00.000000,2023-01-04 00:00:00.000000,158-12 ROCKAWAY BLVD.,,JAMAICA,NY,NEW YORK,114344840,5.0,7189783000,7189783001,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ADVANCED TECHNOLOGIES AND LABORATORIES (ATL) INTERNATIONAL,"telecommunications, telecom, adp, &, svcs",3,13425025.12,14085236.079999998,2011-09-27 00:00:00.000000,2018-09-15 00:00:00.000000,20010 CENTURY BLVD,,GERMANTOWN,MD,MARYLAND,208741115,06,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
OLIN CORPORATION,"ammunition,, 30mm, mm, 30, 75mm",63,13242280.319999998,13242280.319999998,2010-04-01 00:00:00.000000,2018-04-24 00:00:00.000000,600 POWDER MILL RD,,EAST ALTON,IL,ILLINOIS,620241273,12,6182583511,6182583370,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ACUITY  INC.,"telecom, programming",4,13237448.04,27560513.96,2015-09-25 00:00:00.000000,2021-06-01 00:00:00.000000,1300 PENNSYLVANIA AVE NW STE 700,,WASHINGTON,DC,DISTRICT OF COLUMBIA,200043024,00,7037660977,7037660983,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
OPTECH  LLC,"data, telecom, information, broadcasting, distribution",4,12857426.18,27716691.12,2017-05-17 00:00:00.000000,2020-06-16 00:00:00.000000,3290 W BIG BEAVER RD STE 220,,TROY,MI,MICHIGAN,480842903,11.0,3136577120,3139629001,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PEOPLE'S ACCIDENT INFORMATION SERVICE  INC.,"housekeeping, guard",6,12463460.23,12463460.23,2012-05-25 00:00:00.000000,2018-05-31 00:00:00.000000,25 18 FRANCIS LEWIS BLVD,,FLUSHING,NY,NEW YORK,113581100,6.0,7187466699,7187460422,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ALLWORLD LANGUAGE CONSULTANTS INC.,"translation, support, administrative:, interpreting, admin",6,12347857.16,12347857.16,2010-12-10 00:00:00.000000,2018-09-16 00:00:00.000000,172 ROLLINS AVE,,ROCKVILLE,MD,MARYLAND,208524005,8.0,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TENICA AND ASSOCIATES LLC,"travel, transportation, relocation, lodging, recruitment:",4,12276180.58,15968487.1,2015-08-01 00:00:00.000000,2020-01-31 00:00:00.000000,1199 N. FAIRFAX ST,,ALEXANDRIA,VA,VIRGINIA,223141483,8.0,7036479752,7036479752,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
JESUIT REFUGEE SERVICE USA,"social, chaplain",13,11712083.69,21238637.68,2015-02-27 00:00:00.000000,2020-02-24 00:00:00.000000,1016 16TH ST NW STE 200,,WASHINGTON,DC,DISTRICT OF COLUMBIA,200365700,0.0,2024620400,2023289212,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PANAMERICA COMPUTERS  INC.,"components, information, technology, adp, software",127,11609993.939999998,12858551.059999995,2011-02-09 00:00:00.000000,2020-09-28 00:00:00.000000,1386 BIG OAK RD,,LURAY,VA,VIRGINIA,228355233,6.0,7038986279,5406358871,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
OMNIPLEX WORLD SERVICES CORPORATION,"support, administrative:, background, investigation, maint",4,11541327.2,11541327.2,2013-04-15 00:00:00.000000,2020-09-22 00:00:00.000000,14151 PARK MEADOW DRIVE STE 300,,CHANTILLY,VA,VIRGINIA,201514230,10,7036523164,7036523108,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GLOBAL TECH INC.,"support, professional:, program, management",1,11244642.54,12196890.54,2013-09-26 00:00:00.000000,2019-04-06 00:00:00.000000,3103 N 10TH ST STE 200,,ARLINGTON,VA,VIRGINIA,222012191,8.0,7036520991,7038427591,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ESCGOV  INC.,"telecom, systems, adp, components, analysis",3,11047730.35,11047730.35,2011-12-27 00:00:00.000000,2014-08-31 00:00:00.000000,7726 FALSTAFF RD,,MC LEAN,VA,,221020284,VA10,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MANAGED CARE ADVISORS  INC.,"medical, nursing",4,10841105.21,16942897.39,2014-07-24 00:00:00.000000,2019-07-31 00:00:00.000000,7700 OLD GEORGETOWN RD. # 750,,BETHESDA,MD,MARYLAND,208146100,8.0,3014691660,3014691668,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PEN-LINK  LTD.,"software, adp, information, technology",5,10828023.6,26204221.25,2010-04-01 00:00:00.000000,2022-06-30 00:00:00.000000,5936 VANDERVOORT DR,,LINCOLN,NE,NEBRASKA,685162305,1.0,4024218857,4024219287,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SERCO GROUP PLC,"education, training, equipment, program, review",6,10610384.219999999,10929713.52,2008-09-22 00:00:00.000000,2018-09-30 00:00:00.000000,1818 LIBRARY ST STE 1000,,RESTON,VA,VIRGINIA,201905869,11,7192354357,7195723900,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GOVPLACE,"adp, components, software, information, technology",80,10489806.690000005,15451642.839999996,2010-02-24 00:00:00.000000,2024-03-06 00:00:00.000000,1886 METRO CENTER DR STE 100,,RESTON,VA,VIRGINIA,201905284,11.0,7034356195,7034356197,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CELLEBRITE USA CORP,"security, equipment, components, communications, eq",26,10317726.0,19317726.0,2010-03-16 00:00:00.000000,2021-08-31 00:00:00.000000,266 HARRISTOWN RD STE 105,,GLEN ROCK,NJ,NEW JERSEY,074523321,5.0,2018488552,2018489982,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CENTURION GROUP  INC.  THE,"facilities, operations, support, housekeeping, svcs",2,10161818.82,10161818.82,2010-03-16 00:00:00.000000,2017-12-15 00:00:00.000000,6062 HOLLOW TREE CT,,COLORADO SPRINGS,CO,COLORADO,809181436,5.0,7192682953,7195990270,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DYNAMICS RESEARCH CORPORATION,"support, program, management, services, professional:",1,9558365.42,9558365.42,2010-06-01 00:00:00.000000,2015-08-31 00:00:00.000000,4245 N FAIRFAX DR STE 700,,ARLINGTON,VA,,222031649,VA08,7032360935,7032363001,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TACTICAL & SURVIVAL SPECIALTIES  INC.,"tactical, sets,, kits,, outfits, equipment",22,9260333.600000003,57780262.52000001,2010-01-08 00:00:00.000000,2022-09-17 00:00:00.000000,3900 EARLY RD,,HARRISONBURG,VA,VIRGINIA,228019788,6.0,5404348974,5404347796,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BLUE TECH INC.,"components, information, technology, adp, software",96,9140852.370000001,11607644.370000001,2011-03-24 00:00:00.000000,2021-04-21 00:00:00.000000,4025 HANCOCK ST. STE. 100,,SAN DIEGO,CA,CALIFORNIA,921105167,52,6194976060,6194976070,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AKIRA TECHNOLOGIES  INC,"components, information, technology, adp, equipment",56,8931355.25,10041687.149999997,2013-02-26 00:00:00.000000,2020-06-10 00:00:00.000000,10 G ST NE STE 710,,WASHINGTON,DC,DISTRICT OF COLUMBIA,200024288,0.0,2022485095,8005893129,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HAWORTH INTERNATIONAL  LTD.,"furniture, office, support, professional:, installation",46,8737237.180000003,9517025.440000001,2009-04-05 00:00:00.000000,2019-04-30 00:00:00.000000,1 HAWORTH CTR,,HOLLAND,MI,MICHIGAN,494238820,02,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HAMILTON ENTERPRISES  LLC,"support, management:, auditing",2,8460942.46,29779477.72,2018-06-01 00:00:00.000000,2021-12-03 00:00:00.000000,1629 K ST NW STE 300,,WASHINGTON,DC,VIRGINIA,200061631,00,2022042238,2024030550,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LABORATORY CORPORATION OF AMERICA HOLDINGS,"medical, laboratory, testing",8,8454000.0,8454000.0,2016-09-22 00:00:00.000000,2018-09-22 00:00:00.000000,231 MAPLE AVE,,BURLINGTON,NC,NORTH CAROLINA,272155848,06,3364365760,3364361090,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CENTRAL LAKE ARMOR EXPRESS  INC.,"armor,, personal",3,8427958.57,19197163.21,2018-04-11 15:50:05.000000,2022-05-31 00:00:00.000000,7915 CAMERON ST,,CENTRAL LAKE,MI,MICHIGAN,496229458,01,2026959130,2315446734,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SEVATEC INC.,"telecom, systems, development, computer, aided",4,8261656.640000001,14509409.44,2010-09-24 00:00:00.000000,2021-03-29 00:00:00.000000,3112 FAIRVIEW PARK DR,,FALLS CHURCH,VA,VIRGINIA,220424504,11.0,2025498184,5717661301,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PERATON INC.,"equipment, maint, repair, rebuild, electrical",1,8114309.61,45677936.33,2018-05-24 00:00:00.000000,2018-02-24 00:00:00.000000,12975 WORLDGATE DR STE 7118,,HERNDON,VA,DISTRICT OF COLUMBIA,201706008,11,7036686447,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PARKER TIDE CORP.,"support, professional:, program, management",6,8001608.0,26187814.299999997,2013-09-30 00:00:00.000000,2023-03-28 00:00:00.000000,818 CONNECTICUT AVE NW STE 325,,WASHINGTON,DC,DISTRICT OF COLUMBIA,200062731,0.0,2028336100,2028336105,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
OSHKOSH CORPORATION,"trucks, tractors,, truck, wheeled, warehouse",5,7964808.0,7964808.0,2014-09-26 00:00:00.000000,2016-09-30 00:00:00.000000,221 SUCCESS DR,,MC CONNELLSBURG,PA,PENNSYLVANIA,172339502,9.0,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GEO CARE LLC,social,4,7923370.41,7923370.41,2015-09-21 00:00:00.000000,2021-03-20 00:00:00.000000,621 NW 53RD ST STE 700,,BOCA RATON,FL,FLORIDA,334878242,22.0,5619997359,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GEMINI INDUSTRIES INC.,"support, professional:, program, management, video",7,7876036.57,17600257.26,2014-09-15 00:00:00.000000,2021-09-27 00:00:00.000000,200 WHEELER RD STE 4,,BURLINGTON,MA,MASSACHUSETTS,018035501,6.0,7812030100,7812030098,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
UNICOM GOVERNMENT  INC.,"adp, components, software, equipment, support",11,7520473.459999999,7520473.459999999,2010-03-12 00:00:00.000000,2019-03-31 00:00:00.000000,15010 CONFERENCE CENTER DR STE 110,,CHANTILLY,VA,VIRGINIA,201513852,10,7035022482,7034635920,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TROFHOLZ TECHNOLOGIES  INC.,"components, information, technology, adp, devices",15,7429759.91,10186121.510000002,2013-01-09 00:00:00.000000,2021-03-29 00:00:00.000000,2207 PLAZA DR STE 100,,ROCKLIN,CA,CALIFORNIA,957654415,04,9165779908,9165771904,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SHAH GROUP  INC   THE,"r&d, community, service, development:, (operational",4,7007085.92,14808028.72,2016-02-02 00:00:00.000000,2021-08-01 00:00:00.000000,3507 NUTLEY ST SUITE 523,,FAIRFAX,VA,VIRGINIA,22031,11.0,2022627591,2022627591,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CITIZANT  INC.,"telecom, strategy, architecture",4,6951744.0,20100056.0,2017-01-25 00:00:00.000000,2021-01-25 00:00:00.000000,5180 PARKSTONE DR STE 100,,CHANTILLY,VA,VIRGINIA,201513814,10,7036679420,7036679421,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
THUNDERCAT TECHNOLOGY  LLC,"information, technology, components, software, adp",6,6824680.91,15329647.16,2013-09-12 00:00:00.000000,2020-08-30 00:00:00.000000,1775 WIEHLE AVE STE 101,,RESTON,VA,VIRGINIA,201905109,11.0,7036577054,5712663106,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
,"30mm, ammunition,, guns,, 30, mm",34,6785770.83,6785770.83,2010-06-11 00:00:00.000000,2021-04-30 00:00:00.000000,1700 OLD MEADOW RD,,MCLEAN,VA,VIRGINIA,221024307,11.0,8172247812,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BARLING BAY  LLC,"telecom, systems, analysis",4,6782525.6,6782525.6,2012-01-11 00:00:00.000000,2013-07-31 00:00:00.000000,1101 REMOUNT RD STE 100,,NORTH CHARLESTON,SC,SOUTH CAROLINA,294063549,06,8437256830,8437256831,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HR ANEW  INC.,"support, management:, professional:",6,6727341.4,19611293.8,2013-09-30 00:00:00.000000,2022-09-28 00:00:00.000000,6350 STEVENS FOREST RD STE 107,,COLUMBIA,MD,MARYLAND,210461015,3.0,4103815220,4103815229,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
