recipient_parent_name,number_of_prime_awards,current_total_value_of_awards_USD,potential_total_value_of_awards,first_contract_start_date,last_contract_end_date,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_state_code,recipient_state_name,recipient_zip_4_code,recipient_congressional_district,recipient_phone_number,recipient_fax_number
PANAMERICA COMPUTERS  INC.,127,11609993.939999998,12858551.059999995,2011-02-09 00:00:00,2020-09-28 00:00:00,1386 BIG OAK RD,,LURAY,VA,VIRGINIA,228355233,07,7038986279,5406358871
OMNIPLEX WORLD SERVICES CORPORATION,4,11541327.2,11541327.2,2013-04-15 00:00:00,2020-09-22 00:00:00,14151 PARK MEADOW DRIVE STE 300,,CHANTILLY,VA,VIRGINIA,201514230,10,7036523164,7036523108
GLOBAL TECH INC.,1,11244642.54,12196890.54,2013-09-26 00:00:00,2019-04-06 00:00:00,3103 N 10TH ST STE 200,,ARLINGTON,VA,VIRGINIA,222012191,8.0,7036520991,7038427591
ESCGOV  INC.,3,11047730.35,11047730.35,2011-12-27 00:00:00,2014-08-31 00:00:00,7726 FALSTAFF RD,,MC LEAN,VA,,221020284,VA10,,
MANAGED CARE ADVISORS  INC.,4,10841105.21,16942897.39,2014-07-24 00:00:00,2019-07-31 00:00:00,7700 OLD GEORGETOWN RD. # 750,,BETHESDA,MD,MARYLAND,208146100,8.0,3014691660,3014691668
PEN-LINK  LTD.,5,10828023.6,26204221.25,2010-04-01 00:00:00,2022-06-30 00:00:00,5936 VANDERVOORT DR,,LINCOLN,NE,NEBRASKA,685162305,1.0,4024218857,4024219287
SERCO GROUP PLC,6,10610384.219999999,10929713.52,2008-09-22 00:00:00,2018-09-30 00:00:00,1818 LIBRARY ST STE 1000,,RESTON,VA,VIRGINIA,201905869,11,7192354357,7195723900
GOVPLACE,80,10489806.690000003,15451642.839999996,2010-02-24 00:00:00,2024-03-06 00:00:00,1886 METRO CENTER DR STE 100,,RESTON,VA,VIRGINIA,201905284,11.0,7034356195,7034356197
CELLEBRITE USA CORP,26,10317726.0,19317726.0,2010-03-16 00:00:00,2021-08-31 00:00:00,266 HARRISTOWN RD STE 105,,GLEN ROCK,NJ,NEW JERSEY,074523321,5.0,2018488552,2018489982
CENTURION GROUP  INC.  THE,2,10161818.82,10161818.82,2010-03-16 00:00:00,2017-12-15 00:00:00,6062 HOLLOW TREE CT,,COLORADO SPRINGS,CO,COLORADO,809181436,5.0,7192682953,7195990270
DYNAMICS RESEARCH CORPORATION,1,9558365.42,9558365.42,2010-06-01 00:00:00,2015-08-31 00:00:00,4245 N FAIRFAX DR STE 700,,ARLINGTON,VA,,222031649,VA08,7032360935,7032363001
TACTICAL & SURVIVAL SPECIALTIES  INC.,22,9260333.600000003,57780262.52000001,2010-01-08 00:00:00,2022-09-17 00:00:00,3900 EARLY RD,,HARRISONBURG,VA,VIRGINIA,228019788,6.0,5404348974,5404347796
BLUE TECH INC.,96,9140852.370000001,11607644.370000001,2011-03-24 00:00:00,2021-04-21 00:00:00,4025 HANCOCK ST. STE. 100,,SAN DIEGO,CA,CALIFORNIA,921105167,52,6194976060,6194976070
AKIRA TECHNOLOGIES  INC,56,8931355.25,10041687.149999997,2013-02-26 00:00:00,2020-06-10 00:00:00,10 G ST NE STE 710,,WASHINGTON,DC,DISTRICT OF COLUMBIA,200024288,0.0,2022485095,8005893129
HAWORTH INTERNATIONAL  LTD.,46,8737237.180000002,9517025.44,2009-04-05 00:00:00,2019-04-30 00:00:00,1 HAWORTH CTR,,HOLLAND,MI,MICHIGAN,494238820,02,,
HAMILTON ENTERPRISES  LLC,2,8460942.46,29779477.72,2018-06-01 00:00:00,2021-12-03 00:00:00,1629 K ST NW STE 300,,WASHINGTON,DC,VIRGINIA,200061631,00,2022042238,2024030550
LABORATORY CORPORATION OF AMERICA HOLDINGS,8,8454000.0,8454000.0,2016-09-23 00:00:00,2018-09-22 00:00:00,231 MAPLE AVE,,BURLINGTON,NC,NORTH CAROLINA,272155848,06,3364365760,3364361090
CENTRAL LAKE ARMOR EXPRESS  INC.,3,8427958.57,19197163.21,2018-04-11 15:50:05,2022-05-31 00:00:00,7915 CAMERON ST,,CENTRAL LAKE,MI,MICHIGAN,496229458,01,2026959130,2315446734
SEVATEC INC.,4,8261656.640000001,14509409.44,2010-09-24 00:00:00,2021-03-29 00:00:00,3112 FAIRVIEW PARK DR,,FALLS CHURCH,VA,VIRGINIA,220424504,11.0,2025498184,5717661301
PERATON INC.,1,8114309.61,45677936.33,2018-05-24 00:00:00,2018-02-24 00:00:00,12975 WORLDGATE DR STE 7118,,HERNDON,VA,DISTRICT OF COLUMBIA,201706008,11,7036686447,
PARKER TIDE CORP.,6,8001608.0,26187814.299999997,2014-04-21 00:00:00,2023-03-28 00:00:00,818 CONNECTICUT AVE NW STE 325,,WASHINGTON,DC,DISTRICT OF COLUMBIA,200062731,0.0,2028336100,2028336105
OSHKOSH CORPORATION,5,7964808.0,7964808.0,2014-09-26 00:00:00,2016-09-30 00:00:00,221 SUCCESS DR,,MC CONNELLSBURG,PA,PENNSYLVANIA,172339502,9.0,,
GEO CARE LLC,4,7923370.41,7923370.41,2015-09-21 00:00:00,2021-03-20 00:00:00,621 NW 53RD ST STE 700,,BOCA RATON,FL,FLORIDA,334878242,22.0,5619997359,
GEMINI INDUSTRIES INC.,7,7876036.57,17600257.259999998,2014-09-15 00:00:00,2021-09-27 00:00:00,200 WHEELER RD STE 4,,BURLINGTON,MA,MASSACHUSETTS,018035501,6.0,7812030100,7812030098
UNICOM GOVERNMENT  INC.,11,7520473.459999999,7520473.459999999,2011-02-07 00:00:00,2019-03-31 00:00:00,15010 CONFERENCE CENTER DR STE 110,,CHANTILLY,VA,VIRGINIA,201513852,10,7035022482,7034635920
TROFHOLZ TECHNOLOGIES  INC.,15,7429759.91,10186121.510000002,2013-01-09 00:00:00,2021-03-29 00:00:00,2207 PLAZA DR STE 100,,ROCKLIN,CA,CALIFORNIA,957654415,4.0,9165779908,9165771904
SHAH GROUP  INC   THE,4,7007085.92,14808028.72,2016-02-02 00:00:00,2021-08-01 00:00:00,3507 NUTLEY ST SUITE 523,,FAIRFAX,VA,VIRGINIA,22031,11.0,2022627591,2022627591
CITIZANT  INC.,4,6951744.0,20100056.0,2017-01-25 00:00:00,2021-01-25 00:00:00,5180 PARKSTONE DR STE 100,,CHANTILLY,VA,VIRGINIA,201513814,10.0,7036679420,7036679421
THUNDERCAT TECHNOLOGY  LLC,6,6824680.91,15329647.16,2013-09-12 00:00:00,2020-08-30 00:00:00,1775 WIEHLE AVE STE 101,,RESTON,VA,VIRGINIA,201905109,11.0,7036577054,5712663106
,34,6785770.83,6785770.83,2010-06-11 00:00:00,2021-04-30 00:00:00,1700 OLD MEADOW RD,,MCLEAN,VA,VIRGINIA,221024307,8.0,8172247812,
BARLING BAY  LLC,4,6782525.6,6782525.6,2012-03-01 00:00:00,2013-07-31 00:00:00,1101 REMOUNT RD STE 100,,NORTH CHARLESTON,SC,SOUTH CAROLINA,294063549,06,8437256830,8437256831
HR ANEW  INC.,6,6727341.4,19611293.8,2014-06-23 00:00:00,2022-09-28 00:00:00,6350 STEVENS FOREST RD STE 107,,COLUMBIA,MD,MARYLAND,210461015,3.0,4103815220,4103815229
KDH DEFENSE SYSTEMS INC,8,6655686.42,6655686.42,2012-09-24 00:00:00,2017-12-14 00:00:00,750 FIELDCREST RD,,EDEN,NC,NORTH CAROLINA,272883631,6.0,3366354158,3366354160
FCN  INC.,116,6617263.53,431617263.53,2011-07-22 00:00:00,2022-11-01 00:00:00,12315,,ROCKVILLE,MD,MARYLAND,208521827,08,,
V. F. CORPORATION,20,6298943.04,6360179.04,2013-09-24 00:00:00,2019-09-15 00:00:00,545 MARRIOTT DRIVE STE 200,,NASHVILLE,TN,TENNESSEE,37214,,6155655065,6158822488
AARDVARK TACTICAL  INC.,21,6278115.800000001,6278115.800000001,2010-06-11 00:00:00,2018-05-01 00:00:00,1935 PUDDINGSTONE DR,,LA VERNE,CA,CALIFORNIA,917505818,32.0,9094516100,9093920958
GIANT OAK LLC,9,6210080.0200000005,80228001.30000001,2014-09-04 00:00:00,2022-08-31 00:00:00,3033 WILSON BLVD STE 700,,ARLINGTON,VA,VIRGINIA,222013868,8.0,7038420661,
ARDENT MANAGEMENT CONSULTING  INC.,8,6148895.68,10863276.480000002,2012-09-12 00:00:00,2020-03-14 00:00:00,1840 MICHAEL FARADAY DR STE 120,,RESTON,VA,VIRGINIA,201905338,11.0,7039648010,7039917595
THOMSON REUTERS SPECIAL SERVICES LLC,6,6070934.2,14039590.120000001,2015-09-28 00:00:00,2023-02-28 00:00:00,1410 SPRING HILL ROAD,,MCLEAN,VA,VIRGINIA,221023058,11.0,5714053202,7032192500
NATIONAL LAW ENFORCEMENT TELECOMMUNICATIONS SYSTEMS INC,3,6064380.0,9096570.0,2013-09-06 00:00:00,2019-03-29 00:00:00,1918 W WHISPERING WIND DR,,PHOENIX,AZ,ARIZONA,850851867,6.0,6233083513,6233083501
COMPREHENSIVE HEALTH SERVICES HOLDINGS INC,12,5939230.54,14765326.36,2012-05-24 00:00:00,2018-08-31 00:00:00,8810 ASTRONAUT BLVD,,CAPE CANAVERAL,FL,PENNSYLVANIA,329204239,08,3217832720,3217831440
THE DUN & BRADSTREET CORPORATION,8,5930570.700000001,10212390.900000002,2009-12-31 00:00:00,2020-09-30 00:00:00,11710 PLAZA AMERICA DR STE 900,,RESTON,VA,VIRGINIA,201904768,11.0,7038075727,7038075099
ATLANTIC DIVING SUPPLY  INC.,78,5683120.830000001,24742567.93,2008-08-28 00:00:00,2022-05-30 00:00:00,621 LYNNHAVEN PKWY STE 400,,VIRGINIA BEACH,VA,VIRGINIA,234527448,02,7579658347,7574403007
,1,5430811.3,11037278.35,2007-09-01 00:00:00,2010-09-30 00:00:00,102 MITCHELL RD STE 100,,OAK RIDGE,TN,TENNESSEE,37830,,,
NORTHEASTERN UNIVERSITY,2,5422024.76,15516080.38,2010-09-30 00:00:00,2021-08-31 00:00:00,360 HUNTINGTON AVE,,BOSTON,MA,MASSACHUSETTS,021155005,07,6173735600,6173734595
INNOVISS  INC.,5,5280917.85,5280917.85,2016-05-24 16:46:26,2019-03-31 00:00:00,8401 CONNECTICUT AVE STE 700,,CHEVY CHASE,MD,MARYLAND,208155831,08,2403163843,3016560625
ARMOR EXPRESS,3,5247760.08,39596425.32,2012-08-31 00:00:00,2022-08-30 00:00:00,7915 CAMERON ST,,CENTRAL LAKE,MI,MICHIGAN,496229458,1.0,2026959130,2315446734
WRIGHT BROS.  LLC,3,5110500.39,5110500.39,2017-12-08 00:00:00,2018-05-25 00:00:00,110 MANHATTAN DR,,ANDALUSIA,AL,ALABAMA,364202573,2.0,3344271944,3342221979
LIONBRIDGE GLOBAL SOLUTIONS II  INC.,4,5071595.36,13447595.36,2018-04-04 00:00:00,2022-03-23 00:00:00,1050 WINTER ST STE 2300,,WALTHAM,MA,MASSACHUSETTS,024511248,05,2026522004,3014951505
TYCO INTEGRATED SECURITY LLC,16,5049848.24,7949848.28,2015-06-08 00:00:00,2020-09-29 00:00:00,3601 EISENHOWER AVE FL 3,,ALEXANDRIA,VA,VIRGINIA,223046425,8.0,,
LIONBRIDGE GLOBAL SOLUTIONS II  INC.,5,5048842.92,25563842.92,2017-10-31 00:00:00,2022-03-23 00:00:00,1050 WINTER ST STE 2300,,WALTHAM,MA,MASSACHUSETTS,024511248,5.0,2026522004,3014951505
CUSTOMER VALUE PARTNERS  INC.,1,4965961.56,6405245.16,2016-06-24 09:46:02,2020-12-31 00:00:00,3701 PENDER DR STE 200,,FAIRFAX,VA,VIRGINIA,220306044,11.0,7033459100,7039915639
"LEIDOS HOLDINGS, INC.",5,4793761.0600000005,5085548.34,2009-09-30 00:00:00,2018-09-28 00:00:00,11951 FREEDOM DR,,RESTON,VA,VIRGINIA,20190,,5715267028,5715267976
ANACAPA MICRO PRODUCTS INC.,115,4773272.250000002,4886238.370000001,2012-05-22 00:00:00,2022-01-25 00:00:00,2851 N VENTURA RDD 201,,OXNARD,CA,CALIFORNIA,930362213,26.0,8053390305,8053390353
SYNCON  LLC,2,4723271.59,4723271.59,2018-02-07 00:00:00,2018-08-10 00:00:00,201 RESEARCH DR STE 101,,CHESAPEAKE,VA,VIRGINIA,23320,04,7573510770,7572779055
PRICE MODERN LLC,61,4580686.860000001,4580686.860000001,2016-05-05 00:00:00,2022-01-25 00:00:00,2604 SISSON ST STE 1,,BALTIMORE,MD,MARYLAND,212113189,07,3014598111,3014593715
KNOWLEDGEBANK  INC.,4,4534157.46,5734169.46,2014-05-21 00:00:00,2020-07-06 00:00:00,20365 EXCHANGE ST STE 200,,ASHBURN,VA,VIRGINIA,201475929,10.0,7034488070,7034488465
TSYMMETRY  INC.,1,4450845.37,10969808.07,2017-04-21 00:00:00,2021-07-22 00:00:00,1101 PENNSYLVANIA AVE NW STE 850,,WASHINGTON,DC,DISTRICT OF COLUMBIA,200042544,0.0,2024802033,2024802021
T-REX CONSULTING CORPORATION,1,4380077.0,6652801.28,2015-09-30 00:00:00,2021-03-30 00:00:00,7338 BALTIMORE AVE STE 209A,,COLLEGE PARK,MD,MARYLAND,207403211,5.0,7037420566,7037420357
BLACKSTONE TECHNOLOGY GROUP,4,4321187.76,4458745.36,2017-08-30 00:00:00,2019-03-02 00:00:00,455 MARKET ST SUITE 620,,SAN FRANCISCO,CA,CALIFORNIA,941052449,12,7038129700,7038124619
BATTLE RESOURCE MANAGEMENT  INC,3,4302659.5200000005,4302659.5200000005,2013-09-25 00:00:00,2014-06-26 00:00:00,5525 ADAMS RIDGE RD,,CLARKSVILLE,MD,MARYLAND,210291171,07,4434186674,4105316077
STARSIDE SECURITY & INVESTIGATION INC,5,4286008.75,8610227.5,2015-07-07 00:00:00,2021-01-13 00:00:00,1930 S BREA CANYON RD STE,,DIAMOND BAR,CA,CALIFORNIA,917654009,39.0,,
FS PARTNERS LLP,42,4209237.23,4415314.649999999,2014-06-26 00:00:00,2020-02-29 00:00:00,11325 RANDOM HILLS RD STE 600,,FAIRFAX,VA,VIRGINIA,220300987,11,7035917400,7035919780
VALYTICS  LLC,2,4124950.0,7083238.0,2016-10-01 00:00:00,2020-03-31 00:00:00,10758 RIVERSCAPE RUN,,GREAT FALLS,VA,VIRGINIA,220663333,10.0,7034213484,7034213485
XRAD TELE-SERVICES  INC,8,4111833.6000000006,46032894.66,2016-04-08 00:00:00,2021-04-10 00:00:00,1832 VIA ALLENA,,OCEANSIDE,CA,CALIFORNIA,920566223,49.0,7605500140,8885010782
GOLDEN KEY GROUP  LLC,8,4070540.0,7377740.0,2015-09-22 00:00:00,2019-05-10 00:00:00,6728 CEDAR SPRING RD,,CENTREVILLE,VA,VIRGINIA,201212145,10,7038150290,7032660215
ENVISAGE TECHNOLOGIES CORPORATION,2,4038145.8200000003,4038145.8200000003,2009-02-25 00:00:00,2018-10-31 00:00:00,101 W KIRKWOOD AVE STE 200,,BLOOMINGTON,IN,INDIANA,474046132,9.0,8123307101,8123307102
EXCELLA CONSULTING  INC.,1,3974924.93,7949849.86,2017-09-15 07:35:53,2019-09-26 00:00:00,7918 JONES BRANCH DR STE 600,,MC LEAN,VA,VIRGINIA,221023307,11.0,,
SIERRA HOLDINGS CORP.,55,3814124.0099999993,3814124.0099999993,2009-10-28 00:00:00,2021-08-29 00:00:00,12730 FAIR LAKES CIRCLE,,FAIRFAX,VA,VIRGINIA,220334901,11.0,7033908276,7033908276
POINT BLANK ENTERPRISES  INC.,5,3806963.6,3806963.6,2017-06-22 15:20:44,2018-05-21 00:00:00,2102 SW 2ND ST,,POMPANO BEACH,FL,FLORIDA,330693116,20,9546300900,
A. HAROLD AND ASSOCIATES LLC,2,3784860.76,3784860.76,2012-07-26 00:00:00,2018-02-25 00:00:00,11200 ST JOHNS INDUSTRIAL PKWY STE 1,,JACKSONVILLE,FL,FLORIDA,322467659,4.0,9042651940,9042120993
PARACLETE ARMOR & EQUIPMENT INC,1,3606700.68,3606700.68,2010-04-21 00:00:00,2012-08-02 00:00:00,106 E CLARK ST,,SAINT PAULS,NC,NORTH CAROLINA,283841902,07,,
"PATRIOT SOLUTIONS, INC",2,3446994.4,5607922.4,2009-09-30 00:00:00,2017-04-21 00:00:00,1325 HARRISON AVE,,PANAMA CITY,FL,FLORIDA,32401,,2566181339,7575641510
ALTEC  INC.,5,3313496.75,4243751.5,2014-09-24 00:00:00,2018-09-09 00:00:00,210 INVERNESS CENTER DRIVE,,BIRMINGHAM,AL,ALABAMA,352424834,6.0,2054582341,
GOVERNMENT ACQUISITIONS  INC.,34,3304328.5300000003,3673900.5300000003,2008-08-19 00:00:00,2020-01-07 00:00:00,231 W 4TH ST APT 310,,CINCINNATI,OH,OHIO,452022679,01,5137218700,5137213999
KEARNEY & COMPANY  P.C.,1,3234767.62,3234767.62,2012-09-25 00:00:00,2017-09-30 00:00:00,1701 DUKE ST STE 500,,ALEXANDRIA,VA,VIRGINIA,223143415,8.0,7039315600,7039313655
"MLINQS, LLC",3,3224172.08,3419662.58,2013-09-18 00:00:00,2019-03-18 00:00:00,11350 RANDOM HILLS RD STE 800,,FAIRFAX,VA,VIRGINIA,22030,,,
STERLING PARENT INC.,1,3217241.76,3549065.92,2012-01-24 00:00:00,2018-09-13 00:00:00,4300 FAIR LAKES CT,,FAIRFAX,VA,,220334232,VA11,7032846219,7032845001
AMERICAN PURCHASING SERVICES  INC.,16,3154778.829999999,3154778.829999999,2015-08-26 00:00:00,2019-01-11 00:00:00,10315 USA TODAY WAY,,MIRAMAR,FL,FLORIDA,330253902,20,3053640888,3059536723
ALLIANT TECHSYSTEMS INC.,23,3145145.13,3145145.13,2009-02-05 00:00:00,2018-04-11 00:00:00,900 EHLEN DR,,ANOKA,MN,,553031778,MN06,2087503288,2087993945
AZIMUTH CORPORATION,2,3017945.6,3017945.6,2013-02-05 00:00:00,2017-06-30 00:00:00,4027 COLONEL GLENN HWY STE 230,,BEAVERCREEK,OH,OHIO,454311695,10,9372568571,9372568752
GLOBAL RESOURCE SOLUTIONS  INC.,2,2893911.23,8360327.83,2017-05-25 13:34:48,2022-05-31 00:00:00,3701 PENDER DR STE 320,,FAIRFAX,VA,VIRGINIA,220306045,11.0,5712575155,7035357866
BASHEN CORPORATION,33,2821350.0399999996,4944337.869999999,2013-12-31 00:00:00,2018-09-24 00:00:00,1616 S VOSS RD STE 300,,HOUSTON,TX,TEXAS,770572627,07,7137808056,7137809252
COLT DEFENSE HOLDING LLC,9,2804210.0,2804210.0,2011-11-07 00:00:00,2018-04-07 00:00:00,547 NEW PARK AVE,,WEST HARTFORD,CT,CONNECTICUT,061101336,1.0,8602441364,8602441442
ZENETEX  LLC,2,2801568.0,5739417.6,2016-05-23 10:28:33,2021-05-30 00:00:00,13800 COPPERMINE RD STE 307,,HERNDON,VA,VIRGINIA,201716163,11.0,3018629080,3018629025
CORPORATE SOURCE  INC.  THE,3,2799831.3600000003,3778038.4799999995,2010-05-28 00:00:00,2022-09-02 00:00:00,1225 FRANKLIN AVE STE 335,,GARDEN CITY,NY,NEW YORK,115301659,4.0,5164195881,
UNICOM SYSTEMS INC.,2,2797464.18,2797464.18,2016-03-29 09:25:37,2018-09-22 00:00:00,15010 CONFERENCE CENTER DR STE 110,,CHANTILLY,VA,VIRGINIA,201513852,10.0,7035022482,7034635920
TRIRIGA INC.,1,2787106.15,2787106.15,2009-09-30 00:00:00,2012-06-30 00:00:00,6700 VIA AUSTI PKWY,,LAS VEGAS,NV,,891193545,NV03,,
GEORGE J. KOSTAS RESEARCH INSTITUTE FOR HOMELAND SECURITY AT NORTHEASTERN UNIVER,1,2711012.38,7758040.19,2016-10-03 11:26:21,2021-08-31 00:00:00,141 S BEDFORD ST,,BURLINGTON,MA,MASSACHUSETTS,01803,6.0,7812388422,
ATK SPORTING GROUP LLC,16,2675070.72,2675070.72,2014-08-21 00:00:00,2016-04-06 00:00:00,1 ATK WAY,,ANOKA,MN,MINNESOTA,553034989,6.0,7633232414,7633232506
FEDERAL MANAGEMENT SYSTEMS  INC.,3,2664822.5300000003,2664822.5300000003,2007-11-01 00:00:00,2009-08-31 00:00:00,462 K ST NW,,WASHINGTON,DC,,200012531,DC00,2028423003,2028294470
BLUELINE TACTICAL AND POLICE SUPPLY  LLC,6,2551438.0,4711327.08,2015-09-30 00:00:00,2020-09-29 00:00:00,444 SAW MILL RIVER RD,,ELMSFORD,NY,NEW YORK,105231030,17,9145608431,9147408139
ARROW ELECTRONICS  INC.,11,2535789.58,2578975.58,2010-09-25 00:00:00,2019-04-15 00:00:00,8444 WESTPARK DR STE 200,,MCLEAN,VA,VIRGINIA,221025112,11,7037520640,7037520613
MAVAGI ENTERPRISES INC,5,2522822.9,3143920.92,2010-05-28 00:00:00,2018-08-31 00:00:00,5505 GRISSOM RD STE 103,,SAN ANTONIO,TX,TEXAS,782383038,20.0,2106820001,2106820069
SOUTHEAST VOCATIONAL ALLIANCE INC.,2,2517287.68,2538511.68,2012-05-16 00:00:00,2018-07-31 00:00:00,1235 NORTH LOOP W STE 500,,HOUSTON,TX,,770874704,TX29,7139668171,8662334562
TELCO SOLUTIONS INC,6,2514590.0,11446948.0,2009-09-25 00:00:00,2022-10-30 00:00:00,6446 WARWICK AVE,,NAPLES,FL,FLORIDA,341138231,19.0,2013279300,
DELANY  SIEGEL  ZORN & ASSOCIATES  INC.,9,2486322.76,2486322.76,2010-12-10 00:00:00,2018-09-24 00:00:00,1501 LEE HIGHWAY STE 205,,ARLINGTON,VA,VIRGINIA,222092012,8.0,,
USGC  INC.,11,2472569.66,2472569.66,2014-05-13 00:00:00,2015-12-31 00:00:00,2138 PRIEST BRIDGE CT STE 4,,CROFTON,MD,MARYLAND,211142463,5.0,2402604040,2402604039
EVIGILANT.COM  INC,3,2458290.7800000003,3717661.1999999997,2011-09-29 00:00:00,2015-03-26 00:00:00,8253-M BACKLICK RD,,LORTON,VA,VIRGINIA,220791447,08,7032944117,2023184811
M. L. BENJAMIN ENTERPRISES INC.,8,2418505.62,2751004.5,2014-09-29 00:00:00,2019-01-07 00:00:00,90 NORTH ST,,MIDDLETOWN,NY,NEW YORK,109404973,18.0,8006772532,8452314977
DKW COMMUNICATIONS  INC.,3,2385257.67,5281395.27,2016-07-27 00:00:00,2021-01-26 00:00:00,2001 L ST NW STE 800,,WASHINGTON,DC,DISTRICT OF COLUMBIA,200364939,0.0,2023557407,2022968215
T.Q.M.  INC.,9,2375786.63,2375786.63,2015-09-16 00:00:00,2019-01-11 00:00:00,3088 ELM PT INDUSTRIAL DR,,SAINT CHARLES,MO,MISSOURI,633014337,03,8002910329,6367232286
KNIGHT'S ARMAMENT COMPANY,12,2207425.8100000005,2207425.8100000005,2014-09-12 00:00:00,2019-09-21 00:00:00,701 COLUMBIA BLVD,,TITUSVILLE,FL,FLORIDA,327807902,8.0,3216079900,3212681498
JASPER SAWYER COMPANY L.L.C,6,2084848.2999999998,9701151.899999999,2012-05-07 00:00:00,2018-03-31 00:00:00,5601 HOLLOW OAK RD,,ORLANDO,FL,FLORIDA,328083413,10,4079005547,3217656437
PYRAMID SYSTEMS  INC.,1,2082541.14,4300652.22,2016-07-27 00:00:00,2021-01-26 00:00:00,2677 PROSPERITY AVE STE 700,,FAIRFAX,VA,VIRGINIA,220314928,11.0,7039950103,7035538444
SIG SAUER  INC,5,2046194.62,122046194.62,2017-04-20 15:40:31,2018-12-31 00:00:00,72 PEASE BLVD,,NEWINGTON,NH,NEW HAMPSHIRE,038016801,1.0,6036103602,
OPTIMO INFORMATION TECHNOLOGY LLC.,1,1996800.0,3993600.0,2016-09-28 00:00:00,2020-09-27 00:00:00,240 MARKET ST STE 112,,BLOOMSBURG,PA,PENNSYLVANIA,178151950,11.0,8775648552,8775648552
"RHG GROUP, INC.",1,1996163.56,4158093.17,2014-07-01 00:00:00,2018-06-30 00:00:00,915 5TH ST NW,,WASHINGTON,DC,DISTRICT OF COLUMBIA,20001,,,
TERATHINK CORPORATION,1,1934264.45,3919515.75,2017-09-26 00:00:00,2019-09-29 00:00:00,11955 FREEDOM DR STE 780,,RESTON,VA,VIRGINIA,201905673,11.0,7037736232,7034353555
EMS SAFETY SERVICES INC,3,1872000.0,10638000.0,2016-09-16 14:07:47,2021-09-28 00:00:00,1046 CALLE RECODO STE K,,SAN CLEMENTE,CA,CALIFORNIA,926736261,49.0,8002159555,9493882776
FILEONQ  INC.,5,1841640.0,1841640.0,2010-06-23 00:00:00,2018-09-28 00:00:00,832 INDUSTRY DR,,TUKWILA,WA,WASHINGTON,981883410,9.0,2065753488,2065753927
FORD MOTOR COMPANY,47,1801881.0,1801881.0,2015-07-30 00:00:00,2018-01-12 00:00:00,16800 EXECUTIVE PLAZA DR STE NORTH,,DEARBORN,MI,MICHIGAN,481264262,12.0,3133901095,3133378037
CAREY & COMPANY  LTD.,8,1791394.92,1791394.92,2015-09-15 00:00:00,2017-09-30 00:00:00,312 F ST.,,SALIDA,CO,COLORADO,812012602,5.0,7195394843,7195396190
NEOSTEK  INC,1,1777536.07,3988063.93,2017-07-10 00:00:00,2021-02-09 00:00:00,2011 CRYSTAL DR STE 400,,ARLINGTON,VA,VIRGINIA,222023709,8.0,9176586892,
FARBER SPECIALTY VEHICLES  INC.,3,1772058.0,6960430.0,2017-09-07 13:24:11,2022-09-05 00:00:00,7052 AMERICANA PARKWAY,,REYNOLDSBURG,OH,OHIO,43068,12.0,,
JOHNS HOPKINS UNIVERSITY,4,1760916.4400000002,9050622.1,2010-02-08 00:00:00,2019-09-29 00:00:00,3400 N CHARLES ST W400 WYMAN PARK BLDG,,BALTIMORE,MD,MARYLAND,212182680,7.0,4105168634,4105167775
SUCCESS TECH MANAGEMENT AND SERVICES  INC.,1,1710678.37,1710678.37,2015-12-01 00:00:00,2017-09-30 00:00:00,65 AFTON PARKWAY,,PORTSMOUTH,VA,VIRGINIA,237022850,3.0,5712921596,5712921598
WABANA GROUP LLC,1,1710678.37,1710678.37,2011-09-19 00:00:00,2016-09-18 00:00:00,708 BROADWAY STE 110,,TACOMA,WA,WASHINGTON,984023778,6.0,2062509411,2532845713
XEROX CORPORATION,82,1702113.37,2609869.8200000003,2004-10-01 00:00:00,2022-09-29 00:00:00,8260 WILLOW OAKS CORPORATE DR 6TH FL,,FAIRFAX,VA,VIRGINIA,220314513,11.0,7032072761,8007492782
WESTWIND COMPUTER PRODUCTS  INC.,8,1701235.0099999995,1701235.0099999995,2014-07-02 00:00:00,2020-01-07 00:00:00,2703 BROADBENT PKWY NE STE B,,ALBUQUERQUE,NM,NEW MEXICO,871072279,1.0,5053454720,5053454419
U.S. FEDERAL SOLUTIONS  INC.,3,1668758.04,9359774.16,2017-07-26 00:00:00,2022-09-14 00:00:00,8710 CAMERON ST STE 907,,SILVER SPRING,MD,MARYLAND,209103761,8.0,2025364657,2027475634
RED RIVER COMPUTER CO.  INC.,13,1650497.1000000003,1749849.5400000003,2012-08-14 00:00:00,2020-09-15 00:00:00,21 WATER ST STE 500,,CLAREMONT,NH,NEW HAMPSHIRE,037432216,2.0,6034488880,6034488844
DEVA & ASSOCIATES  P.C.,3,1592841.84,1592841.84,2013-03-14 00:00:00,2017-09-13 00:00:00,1901 RESEARCH BLVD,,ROCKVILLE,MD,MARYLAND,208503164,08,,
MACK  PAT V,4,1592824.04,6344641.720000001,2016-09-26 15:50:25,2021-08-31 00:00:00,2495 TRUXTUN RD STE 206,,SAN DIEGO,CA,CALIFORNIA,921066159,52.0,7076225728,
RELX INC.,4,1577708.3,1963325.55,2014-04-23 00:00:00,2020-02-14 00:00:00,9393 SPRINGBORO PIKE,,MIAMISBURG,OH,OHIO,453424424,10.0,2028574648,8669603415
